FUNCAO;DIMENSAO;MEDIA\n
Instances/ack.mod ;;10;2.841663156
Instances/ap.mod ;;2;-0.3523860738
Instances/bf1.mod ;;2;1.168454777e-08
Instances/bf2.mod ;;2;5.629159844e-07
Instances/bhs.mod ;;2;-3.428493841
Instances/bl.mod ;;2;2.837308242e-07
Instances/bp.mod ;;2;0.397924055
Instances/cb3.mod ;;2;1.673050939e-11
Instances/cb6.mod ;;2;-1.031628431
Instances/cm2.mod ;;2;-2.2
Instances/cm4.mod ;;4;-4.4
Instances/da.mod ;;2;-24776.49188
Instances/em_10.mod ;;10;-3.805283577
Instances/em_5.mod ;;5;-4.374443507
Instances/ep.mod ;;2;-0.9999998888
Instances/exp.mod ;;10;0.006737946999
Instances/fls.mod ;;2;-2.021806783
Instances/fr.mod ;;2;65.67594123
Instances/fx_10.mod ;;10;-0.3681058202
Instances/fx_5.mod ;;5;-1.337879396
Instances/gp.mod ;;2;3.000000032
Instances/gw.mod ;;10;18.02964471
Instances/h3.mod ;;3;-3.862781503
Instances/h6.mod ;;6;-3.195113561
Instances/hm1.mod ;;1;1.331790838e-22
Instances/hm2.mod ;;1;-4.81446989
Instances/hm3.mod ;;1;-2.267543938
Instances/hm4.mod ;;2;7.396888561e-12
Instances/hm5.mod ;;3;7.492281139e-10
Instances/hm.mod ;;2;6.896157778e-08
Instances/hsk.mod ;;2;-2.345811575
Instances/hv.mod ;;3;3.655815345e-05
Instances/ir0.mod ;;4;1294.657546
Instances/ir1.mod ;;3;7.856226188e-08
Instances/ir2.mod ;;2;2.841754062e-08
Instances/ir3.mod ;;5;0
Instances/ir4.mod ;option randseed 1069435605;
;30;7.919794089
Instances/ir5.mod ;;2;0.001999334655
Instances/kl.mod ;;4;0.0003239794261
Instances/ks.mod ;;1;0
Instances/lm1.mod ;;3;1.885633682e-08
Instances/lm2_10.mod ;;10;0.8144752683
Instances/lm2_5.mod ;;5;0.04617029921
Instances/lv8.mod ;;3;1.653650043e-06
Instances/mc.mod ;;2;-1.913222955
Instances/mcp.mod ;;4;7.541023244e-26
Instances/mgp.mod ;;2;2.777588773e-11
Instances/mgw_10.mod ;;10;0.06721682762
Instances/mgw_20.mod ;;20;0.2286699087
Instances/mgw_2.mod ;;2;0.009854997714
Instances/ml_10.mod ;;10;-7.255399586e-24
Instances/ml_5.mod ;;5;-0.8189064648
Instances/mr.mod ;;3;0.001915051958
Instances/mrp.mod ;;2;0.008018948388
Instances/nf2.mod ;;4;0.1417410372
Instances/nf3_10.mod ;;10;920.5093696
Instances/nf3_15.mod ;;15;46368.44936
Instances/nf3_20.mod ;;20;154434.5022
Instances/nf3_25.mod ;;25;1118332.293
Instances/nf3_30.mod ;;30;2145596.551
Instances/osp_10.mod ;;10;-1.498677436e-11
Instances/osp_20.mod ;;20;-1.448130561e-37
Instances/prd.mod ;;2;1.000160278
Instances/ptm.mod ;;9;195.720093
Instances/pwq.mod ;;4;0.04892806753
Instances/rb.mod ;;10;1731904.571
Instances/rg_10.mod ;;10;78.24342584
Instances/rg_2.mod ;;2;0.9951426865
Instances/s10.mod ;;4;-4.930243276
Instances/s5.mod ;;4;-10.14536673
Instances/s7.mod ;;4;-6.231423327
Instances/sal_10.mod ;;10;4.865104038
Instances/sal_5.mod ;;5;0.7149303375
Instances/sbt.mod ;;2;-175.2032114
Instances/sf1.mod ;;2;0.009756636435
Instances/shv1.mod ;;1;-1
Instances/shv2.mod ;;2;2.114494314e-12
Instances/sin_10.mod ;;10;-2.168254558
Instances/sin_20.mod ;;20;-0.008967476336
Instances/st_17.mod ;;17;1977504308
Instances/st_9.mod ;;9;80133.36348
Instances/stg.mod ;;1;0
Instances/swf.mod ;;10;-1823.536635
Instances/sz.mod ;;1;-12.03124944
Instances/szzs.mod ;;1;-1.601307546
Instances/wf.mod ;;4;7.018707576
Instances/xor.mod ;;9;0.8752244753
Instances/zkv_10.mod ;;10;86.80287667
Instances/zkv_20.mod ;;20;336.4844943
Instances/zkv_2.mod ;;2;2.937872243e-11
Instances/zkv_5.mod ;;5;0.7435284231
Instances/zlk1.mod ;;1;-1.905961119
Instances/zlk2a.mod ;;1;-1.124041052
Instances/zlk2b.mod ;;1;-1.000786692
Instances/zlk3a.mod ;;1;-1
Instances/zlk3b.mod ;;1;-1
Instances/zlk3c.mod ;;1;-1
Instances/zlk4.mod ;;2;0.3979243945
Instances/zlk5.mod ;;3;-3.862781503
Instances/zzs.mod ;;1;-0.8242393985
