FUNCAO;DIMENSAO;MEDIA\n
Instances/ack.mod ;;10;1.512582403
Instances/ap.mod ;;2;-0.3523860738
Instances/bf1.mod ;;2;2.774769661e-13
Instances/bf2.mod ;;2;5.470104656e-13
Instances/bhs.mod ;;2;-3.428493842
Instances/bl.mod ;;2;2.196127945e-15
Instances/bp.mod ;;2;0.3978873577
Instances/cb3.mod ;;2;2.783403467e-16
Instances/cb6.mod ;;2;-1.031628453
Instances/cm2.mod ;;2;-2.2
Instances/cm4.mod ;;4;-4.4
Instances/da.mod ;;2;-24776.51834
Instances/em_10.mod ;;10;-6.027128012
Instances/em_5.mod ;;5;-3.468327996
Instances/ep.mod ;;2;-1
Instances/exp.mod ;;10;0.006737946999
Instances/fls.mod ;;2;-2.021806783
Instances/fr.mod ;;2;21.18578749
Instances/fx_10.mod ;;10;-1.773173727
Instances/fx_5.mod ;;5;-2.19938792
Instances/gp.mod ;;2;3
Instances/gw.mod ;;10;0.5268081984
Instances/h3.mod ;;3;-3.862782148
Instances/h6.mod ;;6;-3.27381014
Instances/hm1.mod ;;1;3.805597585e-24
Instances/hm2.mod ;;1;-4.81446989
Instances/hm3.mod ;;1;-2.267543938
Instances/hm4.mod ;;2;0.01160490253
Instances/hm5.mod ;;3;4.953054123e-15
Instances/hm.mod ;;2;4.651012569e-08
Instances/hsk.mod ;;2;-2.345811576
Instances/hv.mod ;;3;4.004515188e-11
Instances/ir0.mod ;;4;17934.22713
Instances/ir1.mod ;;3;5.193653678e-13
Instances/ir2.mod ;;2;4.397563991e-14
Instances/ir3.mod ;;5;0
Instances/ir4.mod ;option randseed 3738721877;
;30;0.6073695121
Instances/ir5.mod ;;2;0.001996953763
Instances/kl.mod ;;4;0.0003089655362
Instances/ks.mod ;;1;0
Instances/lm1.mod ;;3;0.06688323887
Instances/lm2_10.mod ;;10;0.01996398329
Instances/lm2_5.mod ;;5;0.002864391549
Instances/lv8.mod ;;3;2.53038e-13
Instances/mc.mod ;;2;-1.913222955
Instances/mcp.mod ;;4;4.115089901e-32
Instances/mgp.mod ;;2;1.693886355e-09
Instances/mgw_10.mod ;;10;0.04485216189
Instances/mgw_20.mod ;;20;0.1441351137
Instances/mgw_2.mod ;;2;0.007791704787
Instances/ml_10.mod ;;10;-0.1937799334
Instances/ml_5.mod ;;5;-0.7836490542
Instances/mr.mod ;;3;0.003355820931
Instances/mrp.mod ;;2;0.003827298795
Instances/nf2.mod ;;4;0.001117958916
Instances/nf3_10.mod ;;10;-95.03825222
Instances/nf3_15.mod ;;15;109.5084126
Instances/nf3_20.mod ;;20;4621.793656
Instances/nf3_25.mod ;;25;27623.39309
Instances/nf3_30.mod ;;30;81362.84591
Instances/osp_10.mod ;;10;-0.0005029269713
Instances/osp_20.mod ;;20;-3.84261101e-11
Instances/prd.mod ;;2;0.964516129
Instances/ptm.mod ;;9;130.7769121
Instances/pwq.mod ;;4;2.108642184
Instances/rb.mod ;;10;76.86566181
Instances/rg_10.mod ;;10;26.51563939
Instances/rg_2.mod ;;2;0.0962863606
Instances/s10.mod ;;4;-5.928151666
Instances/s5.mod ;;4;-5.22732397
Instances/s7.mod ;;4;-5.97960291
Instances/sal_10.mod ;;10;0.7617845031
Instances/sal_5.mod ;;5;0.1265270849
Instances/sbt.mod ;;2;-186.2556092
Instances/sf1.mod ;;2;0.008463186264
Instances/shv1.mod ;;1;-0.9999997652
Instances/shv2.mod ;;2;-1.626329073e-15
Instances/sin_10.mod ;;10;-3.447347768
Instances/sin_20.mod ;;20;-2.214154797
Instances/st_17.mod ;;17;60014239.1
Instances/st_9.mod ;;9;619.0227864
Instances/stg.mod ;;1;0
Instances/swf.mod ;;10;-3109.292293
Instances/sz.mod ;;1;-12.0312358
Instances/szzs.mod ;;1;-1.601307546
Instances/wf.mod ;;4;0.5516034376
Instances/xor.mod ;;9;0.8742782992
Instances/zkv_10.mod ;;10;1.618042951
Instances/zkv_20.mod ;;20;98.85755114
Instances/zkv_2.mod ;;2;2.397875568e-16
Instances/zkv_5.mod ;;5;5.299744295e-07
Instances/zlk1.mod ;;1;-1.905961119
Instances/zlk2a.mod ;;1;-1.124999432
Instances/zlk2b.mod ;;1;-1.125
Instances/zlk3a.mod ;;1;-1
Instances/zlk3b.mod ;;1;-0.9999901011
Instances/zlk3c.mod ;;1;-1
Instances/zlk4.mod ;;2;0.3978876938
Instances/zlk5.mod ;;3;-3.862782148
Instances/zzs.mod ;;1;-0.8242393985
