FUNCAO;DIMENSAO;MEDIA\n
Instances/ack.mod ;;10;1.634074595
Instances/ap.mod ;;2;-0.3523860738
Instances/bf1.mod ;;2;3.98856575e-14
Instances/bf2.mod ;;2;1.050573607e-12
Instances/bhs.mod ;;2;-3.428493842
Instances/bl.mod ;;2;8.726187749e-08
Instances/bp.mod ;;2;0.3978874058
Instances/cb3.mod ;;2;3.280501303e-16
Instances/cb6.mod ;;2;-1.031628452
Instances/cm2.mod ;;2;-2.2
Instances/cm4.mod ;;4;-4.4
Instances/da.mod ;;2;-24776.51834
Instances/em_10.mod ;;10;-5.080723237
Instances/em_5.mod ;;5;-4.315735546
Instances/ep.mod ;;2;-1
Instances/exp.mod ;;10;0.006737946999
Instances/fls.mod ;;2;-2.021806783
Instances/fr.mod ;;2;4.237157499
Instances/fx_10.mod ;;10;-1.360629451
Instances/fx_5.mod ;;5;-2.819149344
Instances/gp.mod ;;2;3
Instances/gw.mod ;;10;1.075762536
Instances/h3.mod ;;3;-3.862782148
Instances/h6.mod ;;6;-3.20977105
Instances/hm1.mod ;;1;1.807999829e-19
Instances/hm2.mod ;;1;-4.81446989
Instances/hm3.mod ;;1;-2.267543938
Instances/hm4.mod ;;2;5.204109749e-11
Instances/hm5.mod ;;3;5.777852377e-14
Instances/hm.mod ;;2;4.782018121e-08
Instances/hsk.mod ;;2;-2.345811576
Instances/hv.mod ;;3;2.934922006e-09
Instances/ir0.mod ;;4;1.745045259
Instances/ir1.mod ;;3;6.058518731e-12
Instances/ir2.mod ;;2;1.117279065e-09
Instances/ir3.mod ;;5;0
Instances/ir4.mod ;option randseed 766511631;
;30;0.7628866721
Instances/ir5.mod ;;2;0.001996715851
Instances/kl.mod ;;4;0.000307507269
Instances/ks.mod ;;1;0
Instances/lm1.mod ;;3;6.824431184e-11
Instances/lm2_10.mod ;;10;0.07577336642
Instances/lm2_5.mod ;;5;0.001599652621
Instances/lv8.mod ;;3;3.868370301e-12
Instances/mc.mod ;;2;-1.913222955
Instances/mcp.mod ;;4;1.104998169e-17
Instances/mgp.mod ;;2;1.071144814e-10
Instances/mgw_10.mod ;;10;0.0924957941
Instances/mgw_20.mod ;;20;0.2171465776
Instances/mgw_2.mod ;;2;0.003697126143
Instances/ml_10.mod ;;10;-0.02757746144
Instances/ml_5.mod ;;5;-0.8523126464
Instances/mr.mod ;;3;0.002020534764
Instances/mrp.mod ;;2;0.003213030185
Instances/nf2.mod ;;4;0.3898726117
Instances/nf3_10.mod ;;10;-26.18898729
Instances/nf3_15.mod ;;15;6560.462472
Instances/nf3_20.mod ;;20;62836.86291
Instances/nf3_25.mod ;;25;269266.5446
Instances/nf3_30.mod ;;30;903538.788
Instances/osp_10.mod ;;10;-3.92841414e-07
Instances/osp_20.mod ;;20;-8.053262616e-25
Instances/prd.mod ;;2;0.9230531246
Instances/ptm.mod ;;9;111.0039698
Instances/pwq.mod ;;4;1.348413234e-05
Instances/rb.mod ;;10;977.5115978
Instances/rg_10.mod ;;10;44.68907452
Instances/rg_2.mod ;;2;5.066154807e-09
Instances/s10.mod ;;4;-10.28690699
Instances/s5.mod ;;4;-9.279011505
Instances/s7.mod ;;4;-10.39288253
Instances/sal_10.mod ;;10;1.422400247
Instances/sal_5.mod ;;5;0.2367943229
Instances/sbt.mod ;;2;-186.2224626
Instances/sf1.mod ;;2;0.009138013145
Instances/shv1.mod ;;1;-1
Instances/shv2.mod ;;2;1.98346901e-13
Instances/sin_10.mod ;;10;-3.375844793
Instances/sin_20.mod ;;20;-1.425582326
Instances/st_17.mod ;;17;489891160.7
Instances/st_9.mod ;;9;4033.339618
Instances/stg.mod ;;1;0
Instances/swf.mod ;;10;-2606.319668
Instances/sz.mod ;;1;-12.0299656
Instances/szzs.mod ;;1;-1.601307546
Instances/wf.mod ;;4;1.234439028
Instances/xor.mod ;;9;0.8743324584
Instances/zkv_10.mod ;;10;15.55425215
Instances/zkv_20.mod ;;20;248.0432431
Instances/zkv_2.mod ;;2;1.280846456e-16
Instances/zkv_5.mod ;;5;0.002131752751
Instances/zlk1.mod ;;1;-1.905961119
Instances/zlk2a.mod ;;1;-1.112345809
Instances/zlk2b.mod ;;1;-1.125
Instances/zlk3a.mod ;;1;-1
Instances/zlk3b.mod ;;1;-0.9999974341
Instances/zlk3c.mod ;;1;-1
Instances/zlk4.mod ;;2;0.3978877414
Instances/zlk5.mod ;;3;-3.862782148
Instances/zzs.mod ;;1;-0.8242393985
