0	0
1.0	0.0
1.0	0.01
1.0	0.01
1.0	0.02
1.0	0.02
1.0	0.03
1.0	0.03
1.0	0.04
1.0	0.04
1.0	0.05
1.0	0.05
1.0	0.06
1.0	0.06
1.0	0.07
1.0	0.07
1.0	0.08
1.0	0.08
1.0	0.09
1.0	0.09
1.0	0.1
1.0	0.1
1.0	0.11
1.0	0.11
1.0	0.12
1.0	0.12
1.0	0.13
1.0	0.13
1.0	0.14
1.0	0.14
1.0	0.15
1.0	0.15
1.0	0.16
1.0	0.16
1.0	0.17
1.000000001246243	0.17
1.000000001246243	0.18
1.0000000012489794	0.18
1.0000000012489794	0.19
1.0000000015740091	0.19
1.0000000015740091	0.2
1.0000000030870406	0.2
1.0000000030870406	0.21
1.0000000127390176	0.21
1.0000000127390176	0.22
1.000000042200002	0.22
1.000000042200002	0.23
1.000000232888943	0.23
1.000000232888943	0.24
1.0000003091949152	0.24
1.0000003091949152	0.25
1.0000003265001067	0.25
1.0000003265001067	0.26
1.0000003940507391	0.26
1.0000003940507391	0.27
1.0000007873613863	0.27
1.0000007873613863	0.28
1.0000013334017779	0.28
1.0000013334017779	0.29
1.0000020324041305	0.29
1.0000020324041305	0.3
1.0000020813090693	0.3
1.0000020813090693	0.31
1.00001	0.31
1.00001	0.32
1.0000108280641495	0.32
1.0000108280641495	0.33
1.0000108280641495	0.33
1.0000108280641495	0.34
1.00003	0.34
1.00003	0.35
1.00004	0.35
1.00004	0.36
1.0000664446111296	0.36
1.0000664446111296	0.37
1.0000684702287101	0.37
1.0000684702287101	0.38
1.00007	0.38
1.00007	0.39
1.00007	0.39
1.00007	0.4
1.0000763862190145	0.4
1.0000763862190145	0.41
1.00009	0.41
1.00009	0.42
1.0001018249637557	0.42
1.0001018249637557	0.43
1.0001018444019791	0.43
1.0001018444019791	0.44
1.00013	0.44
1.00013	0.45
1.0001538525910023	0.45
1.0001538525910023	0.46
1.0001799721841589	0.46
1.0001799721841589	0.47
1.000191628	0.47
1.000191628	0.48
1.00023	0.48
1.00023	0.49
1.0005483065033354	0.49
1.0005483065033354	0.5
1.00072	0.5
1.00072	0.51
1.001270857592676	0.51
1.001270857592676	0.52
1.003551749183886	0.52
1.003551749183886	0.53
1.0100953947092837	0.53
1.0100953947092837	0.54
1.0118763449505939	0.54
1.0118763449505939	0.55
1.01283	0.55
1.01283	0.56
1.01851	0.56
1.01851	0.57
1.0195091091734643	0.57
1.0195091091734643	0.58
1.02534	0.58
1.02534	0.59
1.0418331573336743	0.59
1.0418331573336743	0.6
1.0425034672210645	0.6
1.0425034672210645	0.61
1.0459677016149191	0.61
1.0459677016149191	0.62
1.0509638828105585	0.62
1.0509638828105585	0.63
1.05794	0.63
1.05794	0.64
1.0935651142649223	0.64
1.0935651142649223	0.65
1.0942784271796941	0.65
1.0942784271796941	0.66
1.1040612618304853	0.66
1.1040612618304853	0.67
1.1584847247970496	0.67
1.1584847247970496	0.68
1.1724499114113192	0.68
1.1724499114113192	0.69
1.1852062563170753	0.69
1.1852062563170753	0.7
1.2283914311137385	0.7
1.2283914311137385	0.71
1.2751098039215685	0.71
1.2751098039215685	0.72
1.2859730735778787	0.72
1.2859730735778787	0.73
1.3163107583189049	0.73
1.3163107583189049	0.74
1.3861592907065503	0.74
1.3861592907065503	0.75
1.386283820059801	0.75
1.386283820059801	0.76
1.3972932438879846	0.76
1.3972932438879846	0.77
1.4610903755558136	0.77
1.4610903755558136	0.78
1.6208577431306395	0.78
1.6208577431306395	0.79
1.673213398553891	0.79
1.673213398553891	0.8
1.7299267338755033	0.8
1.7299267338755033	0.81
2.348966573402088	0.81
2.348966573402088	0.82
2.6312259415176213	0.82
2.6312259415176213	0.83
2.6639382869389743	0.83
2.6639382869389743	0.84
2.8410383051289867	0.84
2.8410383051289867	0.85
3.3623067845429193	0.85
3.3623067845429193	0.86
3.657917213233711	0.86
3.657917213233711	0.87
3.7895633707483185	0.87
3.7895633707483185	0.88
4.16699653894691	0.88
4.16699653894691	0.89
4.207928930988769	0.89
4.207928930988769	0.9
4.790758309157084	0.9
4.790758309157084	0.91
4.909787989029167	0.91
4.909787989029167	0.92
5.310249150634534	0.92
5.310249150634534	0.93
5.938807321892586	0.93
5.938807321892586	0.94
8.495016474416548	0.94
8.495016474416548	0.95
9.947298968238925	0.95
9.947298968238925	0.96
10.48614894928616	0.96
10.48614894928616	0.97
28.706924622154556	0.97
28.706924622154556	0.98
72.92440714106692	0.98
72.92440714106692	0.99
130.52607444833868	0.99
130.52607444833868	1.0
1.5E9	1.0
