FUNCAO;DIMENSAO;MEDIA\n
Instances/ack.mod ;;10;1.203577184
Instances/ap.mod ;;2;-0.3523860738
Instances/bf1.mod ;;2;0
Instances/bf2.mod ;;2;0
Instances/bhs.mod ;;2;-3.428493842
Instances/bl.mod ;;2;4.72361183e-07
Instances/bp.mod ;;2;0.4075222363
Instances/cb3.mod ;;2;0.00963362612
Instances/cb6.mod ;;2;-1.031628453
Instances/cm2.mod ;;2;-2.2
Instances/cm4.mod ;;4;-4.4
Instances/da.mod ;;2;-24776.51834
Instances/em_10.mod ;;10;-6.338650229
Instances/em_5.mod ;;5;-4.178634193
Instances/ep.mod ;;2;-1
Instances/exp.mod ;;10;0.006737946999
Instances/fls.mod ;;2;-2.021806783
Instances/fr.mod ;;2;19.07698434
Instances/fx_10.mod ;;10;-1.740516597
Instances/fx_5.mod ;;5;-2.729610151
Instances/gp.mod ;;2;3
Instances/gw.mod ;;10;0.6180707977
Instances/h3.mod ;;3;-3.862782148
Instances/h6.mod ;;6;-3.244806699
Instances/hm1.mod ;;1;5.160554665e-14
Instances/hm2.mod ;;1;-4.81446989
Instances/hm3.mod ;;1;-2.251336273
Instances/hm4.mod ;;2;0.5258471551
Instances/hm5.mod ;;3;5.747391513e-23
Instances/hm.mod ;;2;4.651012243e-08
Instances/hsk.mod ;;2;-2.345811574
Instances/hv.mod ;;3;4.589590486e-21
Instances/ir0.mod ;;4;323.2083997
Instances/ir1.mod ;;3;6.028680576e-21
Instances/ir2.mod ;;2;0.03512225955
Instances/ir3.mod ;;5;0.09677419355
Instances/ir4.mod ;option randseed 609495978;
;30;0.7442014172
Instances/ir5.mod ;;2;0.001997684493
Instances/kl.mod ;;4;0.0003116084557
Instances/ks.mod ;;1;0
Instances/lm1.mod ;;3;3.102569039e-19
Instances/lm2_10.mod ;;10;0.02583909566
Instances/lm2_5.mod ;;5;0.004296241518
Instances/lv8.mod ;;3;0.004892492418
Instances/mc.mod ;;2;-1.811881256
Instances/mcp.mod ;;4;7.179872516e-05
Instances/mgp.mod ;;2;4.244688562e-10
Instances/mgw_10.mod ;;10;0.08357454063
Instances/mgw_20.mod ;;20;0.1868774966
Instances/mgw_2.mod ;;2;0.01047794358
Instances/ml_10.mod ;;10;-0.2986275683
Instances/ml_5.mod ;;5;-0.7535960759
Instances/mr.mod ;;3;0.003534869632
Instances/mrp.mod ;;2;0.003348886446
Instances/nf2.mod ;;4;0.06930776383
Instances/nf3_10.mod ;;10;-131.671114
Instances/nf3_15.mod ;;15;1005.265371
Instances/nf3_20.mod ;;20;9539.993318
Instances/nf3_25.mod ;;25;40862.45702
Instances/nf3_30.mod ;;30;144361.4391
Instances/osp_10.mod ;;10;-4.830658999e-06
Instances/osp_20.mod ;;20;-1.833884468e-18
Instances/prd.mod ;;2;0.9741075658
Instances/ptm.mod ;;9;98.83622447
Instances/pwq.mod ;;4;0.009659350206
Instances/rb.mod ;;10;1184.679882
Instances/rg_10.mod ;;10;31.34733849
Instances/rg_2.mod ;;2;0.2892143188
Instances/s10.mod ;;4;-7.638298542
Instances/s5.mod ;;4;-7.723337908
Instances/s7.mod ;;4;-8.486759449
Instances/sal_10.mod ;;10;0.5161972261
Instances/sal_5.mod ;;5;0.1140448285
Instances/sbt.mod ;;2;-184.5416011
Instances/sf1.mod ;;2;0.008519024056
Instances/shv1.mod ;;1;-1
Instances/shv2.mod ;;2;-2.062866007e-15
Instances/sin_10.mod ;;10;-3.390304997
Instances/sin_20.mod ;;20;-2.124496561
Instances/st_17.mod ;;17;133255480.8
Instances/st_9.mod ;;9;1806.862177
Instances/stg.mod ;;1;0
Instances/swf.mod ;;10;-3209.307554
Instances/sz.mod ;;1;-11.89802017
Instances/szzs.mod ;;1;-1.590776554
Instances/wf.mod ;;4;1.650811186
Instances/xor.mod ;;9;0.8751489784
Instances/zkv_10.mod ;;10;7.709057264
Instances/zkv_20.mod ;;20;158.3096243
Instances/zkv_2.mod ;;2;2.381815796e-32
Instances/zkv_5.mod ;;5;0.0002983023967
Instances/zlk1.mod ;;1;-1.883703733
Instances/zlk2a.mod ;;1;-1.081867043
Instances/zlk2b.mod ;;1;-1.108972476
Instances/zlk3a.mod ;;1;-0.9999974064
Instances/zlk3b.mod ;;1;-0.9998784461
Instances/zlk3c.mod ;;1;-1
Instances/zlk4.mod ;;2;0.4075225721
Instances/zlk5.mod ;;3;-3.862782148
Instances/zzs.mod ;;1;-0.8242393985
